FIR_ID,Crime_Type,Crime_Category,District,Police_Station,Latitude,Longitude,Date,Time,Victim_Age,Victim_Gender,Suspect_ID,Suspect_Age,Suspect_Gender,Previous_Offenses,Socio_Economic_Index,Investigation_Status,Crime_Severity,Financial_Loss,Risk_Level
FIR-2026-19091,Bribery,Economic Crimes,Davanagere,Extension PS,14.439279285888476,75.90578139986826,2025-01-05,21:25:14,49,Male,SUS-0281,37,Male,3,43,Closed,Medium,342478.11,High
FIR-2024-19092,Substance Abuse,Narcotics,Bengaluru Urban,Whitefield PS,12.958652531903722,77.5793396296307,2024-07-14,16:27:15,51,Male,SUS-0384,32,Female,4,71,Chargesheeted,High,0.0,High
FIR-2026-19093,Financial Fraud,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.991310063280887,77.60481369333134,2026-01-02,13:54:39,52,Male,SUS-0080,32,Male,1,52,Untraced,Medium,299241.94,Medium
FIR-2025-19094,Online Fraud,Cyber Crimes,Mangaluru,Kadri PS,12.940182697315183,74.82492924657933,2025-08-25,20:27:37,17,Male,SUS-0263,35,Female,0,72,Arrested,Medium,181051.5,Low
FIR-2024-19095,Theft,Property Crimes,Hubballi-Dharwad,Keshwapur PS,15.371026873358383,75.18056353340403,2024-09-14,22:10:23,41,Male,SUS-0546,40,Male,0,56,Chargesheeted,Medium,27315.52,Low
FIR-2026-19096,Tax Evasion,Economic Crimes,Shivamogga,Doddapet PS,13.992076720056811,75.54216135246854,2026-04-13,11:13:09,24,Male,SUS-0328,27,Male,2,55,Arrested,Low,82717.08,Medium
FIR-2026-19097,Vehicle Theft,Property Crimes,Mysuru,Devaraja PS,12.331503091489253,76.57073674350184,2024-08-02,02:25:25,42,Male,SUS-0193,43,Male,2,53,Chargesheeted,Medium,98550.11,Medium
FIR-2025-19098,Domestic Violence,Crimes Against Women,Bengaluru Urban,Indiranagar PS,13.040191466375624,77.61653796238879,2026-03-26,13:45:45,26,Female,SUS-0396,44,Male,2,63,Under Investigation,Low,0.0,Low
FIR-2026-19099,Substance Abuse,Narcotics,Hubballi-Dharwad,Keshwapur PS,15.289761571637026,75.10078704022744,2024-04-17,06:11:00,35,Female,SUS-0238,44,Other,2,58,Under Investigation,High,0.0,Medium
FIR-2026-19100,Money Laundering,Economic Crimes,Mysuru,Vidyaranyapuram PS,12.350380081069272,76.65214679694324,2025-05-15,05:10:30,42,Male,SUS-0510,34,Female,1,45,Under Investigation,Medium,230490.35,Medium
FIR-2024-19101,Assault,Violent Crimes,Bengaluru Urban,Jayanagar PS,12.982173315783207,77.60149189124469,2026-05-19,21:46:27,20,Male,SUS-0528,53,Male,2,61,Arrested,Medium,0.0,Medium
FIR-2025-19102,Drug Possession,Narcotics,Belagavi,Khade Bazar PS,15.78952533643213,74.56616050518137,2025-04-01,14:24:44,49,Male,SUS-0039,27,Male,0,48,Chargesheeted,High,0.0,Medium
FIR-2024-19103,Tax Evasion,Economic Crimes,Kalaburagi,Chowk PS,17.335890496787112,76.80697641812078,2025-09-17,01:38:56,38,Other,SUS-0341,38,Male,3,20,Closed,Medium,56347.88,High
FIR-2026-19104,Extortion,Violent Crimes,Ballari,Gandhinagar PS,15.103877177268908,76.93333579312474,2025-06-28,20:47:03,51,Female,SUS-0446,49,Male,3,36,Under Investigation,High,0.0,High
FIR-2024-19105,Extortion,Violent Crimes,Hassan,Hassan Central PS,12.955763510204195,76.12154079861774,2024-06-17,20:03:02,20,Male,SUS-0098,36,Male,3,57,Under Investigation,High,0.0,High
FIR-2024-19106,Tax Evasion,Economic Crimes,Bengaluru Urban,Whitefield PS,12.916596843488229,77.67041699260282,2024-08-14,19:21:03,63,Male,SUS-0266,41,Male,0,31,Under Investigation,Low,89436.64,Low
FIR-2024-19107,Cyber Bullying,Cyber Crimes,Belagavi,Khade Bazar PS,15.85393711881356,74.46041020078097,2026-04-03,00:30:11,42,Male,SUS-0550,25,Female,2,41,Under Investigation,Low,13058.99,Medium
FIR-2026-19108,Tax Evasion,Economic Crimes,Mysuru,Devaraja PS,12.30719125730508,76.67929275637796,2024-02-18,13:26:41,24,Male,SUS-0096,24,Male,1,53,Arrested,High,173774.53,Medium
FIR-2025-19109,Domestic Violence,Crimes Against Women,Belagavi,Camp PS,15.787000777976807,74.5389522760422,2025-02-03,07:34:49,26,Female,SUS-0067,16,Female,0,32,Chargesheeted,Low,0.0,Low
FIR-2025-19110,House Breaking,Property Crimes,Hubballi-Dharwad,Town PS,15.401755359570434,75.0896066501759,2024-06-23,09:04:52,50,Female,SUS-0119,34,Male,4,36,Under Investigation,Low,24627.84,Medium
FIR-2026-19111,Tax Evasion,Economic Crimes,Chikkamagaluru,Chikkamagaluru Town PS,13.318259835268796,75.74841816497397,2025-10-05,00:18:02,52,Male,SUS-0298,37,Male,1,71,Arrested,High,546118.56,Medium
FIR-2024-19112,Stalking,Crimes Against Women,Kalaburagi,Station Bazar PS,17.424869543590546,76.82007295979568,2025-03-09,01:35:49,27,Female,SUS-0033,25,Male,3,31,Chargesheeted,Medium,0.0,Medium
FIR-2026-19113,Stalking,Crimes Against Women,Tumakuru,Town PS,13.342126085015687,77.08588147086355,2025-12-07,18:11:13,52,Female,SUS-0231,18,Female,3,60,Closed,Medium,0.0,Medium
FIR-2026-19114,Cyber Bullying,Cyber Crimes,Davanagere,Extension PS,14.474917847502201,75.83442578583875,2024-01-18,06:34:01,15,Female,SUS-0600,33,Male,1,58,Chargesheeted,Medium,13272.88,Medium
FIR-2024-19115,Harassment,Crimes Against Women,Shivamogga,Tunga Nagar PS,13.968161715480923,75.5602520053161,2024-02-02,12:17:15,31,Female,SUS-0574,20,Male,1,66,Under Investigation,High,0.0,Medium
FIR-2025-19116,Murder,Violent Crimes,Davanagere,Extension PS,14.474448298397029,75.8945680221171,2025-06-15,13:14:37,45,Female,SUS-0244,37,Male,4,48,Chargesheeted,High,0.0,High
FIR-2026-19117,Bribery,Economic Crimes,Mysuru,Vidyaranyapuram PS,12.35601578840036,76.63248880334282,2024-01-20,04:30:25,39,Female,SUS-0579,21,Male,4,51,Under Investigation,Low,23194.35,Medium
FIR-2026-19118,Assault,Violent Crimes,Bengaluru Urban,Cubbon Park PS,12.960687359534008,77.6413490990133,2025-02-16,04:20:50,30,Female,SUS-0333,16,Male,1,47,Chargesheeted,High,0.0,Medium
FIR-2026-19119,Vehicle Theft,Property Crimes,Mysuru,Devaraja PS,12.27637249270534,76.62913231817394,2026-03-21,07:12:54,46,Male,SUS-0509,26,Female,2,62,Under Investigation,High,112286.11,High
FIR-2025-19120,Murder,Violent Crimes,Bengaluru Urban,Whitefield PS,12.89624984224756,77.53272985946609,2025-07-23,17:14:16,13,Female,SUS-0351,39,Male,2,62,Closed,High,0.0,Medium
FIR-2025-19121,Drug Possession,Narcotics,Hubballi-Dharwad,Keshwapur PS,15.381449457560464,75.08907147499153,2024-02-20,11:42:40,46,Other,SUS-0525,33,Male,2,59,Chargesheeted,Medium,0.0,Medium
FIR-2026-19122,Financial Fraud,Economic Crimes,Hubballi-Dharwad,Gokul Road PS,15.400084268637283,75.12143032534283,2024-11-30,14:47:06,29,Male,SUS-0462,38,Female,3,46,Under Investigation,Medium,214674.43,Medium
FIR-2025-19123,Financial Fraud,Economic Crimes,Hubballi-Dharwad,Town PS,15.375674374889119,75.12386018509433,2024-05-31,11:30:53,30,Female,SUS-0529,34,Male,2,63,Under Investigation,Low,92896.97,Medium
FIR-2025-19124,Kidnapping,Violent Crimes,Hassan,Hassan Central PS,12.951554478795133,76.07157587465296,2026-02-15,09:39:26,59,Female,SUS-0555,35,Male,1,57,Chargesheeted,Medium,0.0,Medium
FIR-2024-19125,Theft,Property Crimes,Shivamogga,Doddapet PS,13.9387044253596,75.58077796915458,2024-07-17,10:02:33,25,Male,SUS-0256,39,Male,4,40,Closed,Medium,10934.04,High
FIR-2024-19126,Stalking,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.96457379629477,77.56048990602257,2025-06-20,22:48:13,15,Female,SUS-0567,27,Male,4,57,Under Investigation,Medium,0.0,Medium
FIR-2025-19127,Stalking,Crimes Against Women,Mysuru,Lashkar PS,12.325755032390859,76.62099420508954,2024-03-10,01:46:13,37,Female,SUS-0578,25,Female,1,68,Chargesheeted,Low,0.0,Low
FIR-2026-19128,Drug Trafficking,Narcotics,Mysuru,Krishnaraja PS,12.222952827621251,76.59013808925597,2025-02-15,11:24:34,61,Male,SUS-0083,24,Female,2,61,Under Investigation,High,0.0,Medium
FIR-2024-19129,Cyber Bullying,Cyber Crimes,Mysuru,Krishnaraja PS,12.273134558249867,76.6871556924121,2024-12-29,20:19:47,27,Female,SUS-0485,41,Male,3,71,Under Investigation,Low,35735.92,Medium
FIR-2025-19130,Tax Evasion,Economic Crimes,Kalaburagi,Raghavendra Nagar PS,17.28087906169528,76.81766639723253,2024-07-02,12:35:04,65,Male,SUS-0279,16,Female,0,23,Under Investigation,High,389406.51,Medium
FIR-2025-19131,Drug Possession,Narcotics,Hubballi-Dharwad,Suburban PS,15.411323645406801,75.12894889962662,2026-03-28,07:46:38,55,Female,SUS-0441,26,Male,2,62,Chargesheeted,High,0.0,Medium
FIR-2026-19132,Online Fraud,Cyber Crimes,Mangaluru,Urwa PS,12.837723554388555,74.91424036281613,2025-09-17,12:43:56,51,Female,SUS-0199,36,Female,3,56,Chargesheeted,Medium,130504.82,Medium
FIR-2025-19133,Substance Abuse,Narcotics,Ballari,Cowlbazar PS,15.160162054287618,76.91032853426086,2025-07-26,03:44:53,42,Female,SUS-0332,28,Male,5,37,Chargesheeted,Medium,0.0,High
FIR-2025-19134,House Breaking,Property Crimes,Davanagere,Extension PS,14.398544434991203,75.88766736039273,2026-05-02,11:06:40,38,Female,SUS-0391,44,Male,0,57,Chargesheeted,High,125388.73,Medium
FIR-2025-19135,House Breaking,Property Crimes,Bengaluru Urban,Indiranagar PS,12.93474947828187,77.64345421246763,2025-10-25,09:43:16,37,Female,SUS-0313,38,Male,0,83,Under Investigation,Medium,103112.22,Low
FIR-2025-19136,Theft,Property Crimes,Belagavi,Camp PS,15.898001540185733,74.53660530989382,2024-12-30,11:10:45,47,Male,SUS-0394,24,Male,3,45,Chargesheeted,Medium,18931.48,Medium
FIR-2024-19137,Financial Fraud,Economic Crimes,Mysuru,Krishnaraja PS,12.270126485439764,76.63151593785365,2024-08-12,05:56:05,57,Male,SUS-0546,40,Male,0,50,Chargesheeted,Medium,12333.22,Medium
FIR-2025-19138,Stalking,Crimes Against Women,Bengaluru Urban,Cubbon Park PS,12.944330859986573,77.57405882881272,2025-04-08,17:41:15,47,Female,SUS-0452,38,Male,0,73,Chargesheeted,High,0.0,Medium
FIR-2025-19139,House Breaking,Property Crimes,Bengaluru Urban,Whitefield PS,12.949849364400887,77.55280481295101,2024-02-29,22:50:39,48,Female,SUS-0206,17,Female,4,63,Arrested,Medium,98068.3,Medium
FIR-2024-19140,Bribery,Economic Crimes,Hubballi-Dharwad,Suburban PS,15.389044661486398,75.16813550820011,2026-03-20,01:47:25,31,Male,SUS-0570,36,Male,0,63,Chargesheeted,Low,91110.71,Low
FIR-2024-19141,Phishing,Cyber Crimes,Mysuru,Devaraja PS,12.216377555306458,76.55830627105416,2024-08-07,20:14:47,55,Female,SUS-0384,32,Female,4,59,Arrested,Low,8183.2,Medium
FIR-2024-19142,Theft,Property Crimes,Bengaluru Urban,Jayanagar PS,13.003092163321778,77.65559162407484,2025-11-19,02:08:24,18,Female,SUS-0111,21,Male,1,71,Chargesheeted,Medium,13845.21,Medium
FIR-2024-19143,House Breaking,Property Crimes,Belagavi,Camp PS,15.873821248456562,74.46682933141827,2024-11-10,23:09:35,52,Female,SUS-0217,34,Male,3,39,Chargesheeted,Medium,6977.17,Medium
FIR-2025-19144,Bribery,Economic Crimes,Kalaburagi,Raghavendra Nagar PS,17.325205124125908,76.91877506372693,2024-10-25,20:26:37,33,Male,SUS-0232,50,Female,5,22,Under Investigation,Medium,232857.44,High
FIR-2026-19145,Substance Abuse,Narcotics,Bengaluru Urban,Indiranagar PS,12.990961085386878,77.60874097035715,2024-06-18,13:29:35,56,Male,SUS-0434,24,Male,1,68,Chargesheeted,High,0.0,Medium
FIR-2024-19146,Theft,Property Crimes,Bengaluru Urban,Koramangala PS,12.984672672463738,77.56778282602129,2024-08-30,03:51:16,46,Female,SUS-0117,23,Male,1,46,Chargesheeted,High,6246.21,Medium
FIR-2026-19147,Financial Fraud,Economic Crimes,Ballari,Cowlbazar PS,15.087836617147982,76.94679289326162,2025-03-02,14:54:25,47,Male,SUS-0256,39,Male,4,52,Chargesheeted,Medium,218521.65,High
FIR-2026-19148,Money Laundering,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.99805734021646,77.60170051198305,2024-02-25,10:37:14,52,Male,SUS-0232,50,Female,5,33,Chargesheeted,High,162321.43,High
FIR-2026-19149,Assault,Violent Crimes,Tumakuru,New Extension PS,13.281288887767783,77.11985693876663,2024-04-13,10:45:50,12,Male,SUS-0538,35,Male,4,44,Under Investigation,High,0.0,High
FIR-2026-19150,Vehicle Theft,Property Crimes,Mangaluru,Pandeshwar PS,13.022630791733532,74.91360413879299,2025-12-27,12:35:27,68,Female,SUS-0523,35,Male,2,65,Under Investigation,Medium,21378.54,Medium
FIR-2025-19151,House Breaking,Property Crimes,Bengaluru Urban,Jayanagar PS,12.950671328071406,77.55794519026645,2025-02-04,02:33:31,30,Male,SUS-0027,30,Male,0,71,Under Investigation,Medium,11687.0,Low
FIR-2025-19152,Identity Theft,Cyber Crimes,Bengaluru Urban,Koramangala PS,12.957866599862173,77.58437304948184,2025-12-28,09:21:35,36,Other,SUS-0447,39,Male,2,74,Chargesheeted,Medium,272229.12,Medium
FIR-2024-19153,Extortion,Violent Crimes,Bengaluru Urban,Whitefield PS,12.938273345737322,77.58559131848168,2025-09-18,17:41:47,36,Male,SUS-0367,32,Male,0,41,Arrested,High,0.0,Medium
FIR-2025-19154,House Breaking,Property Crimes,Bengaluru Urban,Koramangala PS,12.975649260215027,77.62047406684029,2024-06-22,23:44:04,36,Male,SUS-0217,34,Male,3,76,Untraced,Low,47912.68,Medium
FIR-2025-19155,Vehicle Theft,Property Crimes,Bengaluru Urban,Cubbon Park PS,12.922441920224589,77.57414766440259,2025-11-11,15:56:54,42,Female,SUS-0446,49,Male,3,43,Under Investigation,Low,14854.47,Medium
FIR-2026-19156,Identity Theft,Cyber Crimes,Mangaluru,Barkur PS,12.843995885428528,74.86716536822043,2026-01-11,04:02:24,47,Male,SUS-0078,26,Male,1,72,Under Investigation,Medium,240854.78,Medium
FIR-2026-19157,Extortion,Violent Crimes,Bengaluru Urban,Cubbon Park PS,13.022451666378329,77.55227843403195,2026-03-31,21:08:50,23,Female,SUS-0566,16,Male,1,69,Under Investigation,High,0.0,Medium
FIR-2024-19158,Assault,Violent Crimes,Hubballi-Dharwad,Town PS,15.357592931871661,75.09467789678698,2026-05-13,01:48:59,32,Female,SUS-0595,37,Male,3,58,Under Investigation,High,0.0,High
FIR-2025-19159,Phishing,Cyber Crimes,Mangaluru,Urwa PS,12.935228325958713,74.90167638588096,2024-07-16,10:31:22,34,Female,SUS-0232,50,Female,5,68,Under Investigation,Low,176238.67,Medium
FIR-2026-19160,Extortion,Violent Crimes,Bengaluru Urban,Indiranagar PS,12.891549169481856,77.6121848911376,2025-04-02,19:12:16,30,Male,SUS-0235,16,Male,8,41,Under Investigation,High,0.0,High
FIR-2025-19161,Stalking,Crimes Against Women,Bengaluru Urban,Indiranagar PS,12.985356981772666,77.65008937265384,2024-09-30,18:03:50,44,Female,SUS-0092,34,Male,1,31,Under Investigation,Medium,0.0,Medium
FIR-2024-19162,Money Laundering,Economic Crimes,Bengaluru Urban,Jayanagar PS,12.965321204930937,77.52173853262916,2025-04-30,20:05:40,34,Male,SUS-0476,46,Female,1,41,Chargesheeted,Low,64735.11,Low
FIR-2026-19163,Robbery,Property Crimes,Bengaluru Urban,Indiranagar PS,13.019541312295006,77.57010582248697,2024-03-03,23:42:12,29,Male,SUS-0557,38,Male,5,66,Closed,Medium,31482.21,Medium
FIR-2025-19164,House Breaking,Property Crimes,Kalaburagi,Chowk PS,17.34366313695284,76.82957411031906,2024-01-08,23:47:16,47,Female,SUS-0358,20,Male,0,41,Chargesheeted,Medium,22992.35,Medium
FIR-2025-19165,Kidnapping,Violent Crimes,Bengaluru Urban,Koramangala PS,13.029500417852871,77.61721816107429,2024-04-19,10:13:03,45,Female,SUS-0224,23,Male,1,32,Closed,High,0.0,Medium
FIR-2024-19166,Cyber Bullying,Cyber Crimes,Kalaburagi,Chowk PS,17.287918516319614,76.91457492828248,2026-05-07,14:15:30,25,Female,SUS-0444,24,Male,2,31,Under Investigation,Medium,27975.57,Medium
FIR-2025-19167,Robbery,Property Crimes,Mysuru,Krishnaraja PS,12.303606254238176,76.63676961834827,2026-01-18,05:57:52,27,Male,SUS-0198,30,Male,2,61,Closed,Medium,77046.32,Medium
FIR-2026-19168,Bribery,Economic Crimes,Mysuru,Krishnaraja PS,12.321004209419398,76.5909997132867,2025-04-30,16:02:59,44,Female,SUS-0540,31,Male,2,60,Under Investigation,High,183561.61,High
FIR-2026-19169,Theft,Property Crimes,Hubballi-Dharwad,Suburban PS,15.411908771384958,75.09285798336708,2025-10-11,07:11:43,41,Male,SUS-0012,35,Female,0,38,Closed,Medium,23574.04,Medium
FIR-2025-19170,House Breaking,Property Crimes,Belagavi,Market PS,15.839915844630951,74.48089111461645,2025-06-10,20:43:15,43,Other,SUS-0519,45,Male,0,54,Under Investigation,Low,55907.83,Low
FIR-2025-19171,Harassment,Crimes Against Women,Bengaluru Urban,Whitefield PS,13.03488961515222,77.61502088649809,2024-12-28,14:35:49,42,Female,SUS-0235,16,Male,8,59,Closed,High,0.0,High
FIR-2026-19172,Online Fraud,Cyber Crimes,Bengaluru Urban,Whitefield PS,13.012490248130934,77.64000119037345,2024-01-21,03:43:56,46,Male,SUS-0590,33,Male,5,31,Under Investigation,Low,241386.2,Medium
FIR-2026-19173,Harassment,Crimes Against Women,Hubballi-Dharwad,Gokul Road PS,15.430231756360142,75.16952982532531,2025-04-19,14:58:57,37,Female,SUS-0014,29,Female,3,50,Under Investigation,Medium,0.0,Medium
FIR-2025-19174,Hacking,Cyber Crimes,Bengaluru Urban,Indiranagar PS,13.060697464943463,77.54844384837438,2024-12-15,09:26:12,34,Male,SUS-0588,38,Male,2,46,Chargesheeted,Low,151056.1,Medium
FIR-2026-19175,Drug Possession,Narcotics,Mysuru,Vidyaranyapuram PS,12.295651716643086,76.61827936833939,2024-07-07,06:48:17,37,Male,SUS-0571,22,Male,2,61,Under Investigation,High,0.0,Medium
FIR-2024-19176,Bribery,Economic Crimes,Mangaluru,Urwa PS,12.878441585725538,74.85110921592695,2025-01-01,18:23:55,11,Female,SUS-0160,21,Male,0,75,Chargesheeted,High,474634.27,Medium
FIR-2024-19177,Identity Theft,Cyber Crimes,Hubballi-Dharwad,Suburban PS,15.395083630876451,75.18679618402011,2025-12-20,05:50:51,27,Male,SUS-0370,27,Male,0,47,Under Investigation,Low,96180.63,Low
FIR-2024-19178,Vehicle Theft,Property Crimes,Mangaluru,Barkur PS,12.897019457167566,74.91651428100789,2024-11-16,07:08:17,18,Male,SUS-0565,27,Male,0,64,Under Investigation,High,5143.71,Medium
FIR-2025-19179,Harassment,Crimes Against Women,Hubballi-Dharwad,Gokul Road PS,15.38459287952508,75.09603066852577,2026-06-08,14:14:26,8,Female,SUS-0346,27,Male,2,53,Under Investigation,Medium,0.0,Medium
FIR-2024-19180,Robbery,Property Crimes,Kalaburagi,Station Bazar PS,17.339262695879533,76.91978243498717,2025-03-16,22:08:39,31,Male,SUS-0206,17,Female,4,25,Under Investigation,Medium,263301.46,High
FIR-2024-19181,Online Fraud,Cyber Crimes,Belagavi,Camp PS,15.807997593030212,74.58758706219152,2025-12-07,04:49:04,48,Male,SUS-0046,47,Male,2,44,Under Investigation,Low,283333.73,Medium
FIR-2026-19182,Phishing,Cyber Crimes,Hubballi-Dharwad,Suburban PS,15.367975165527731,75.1084516933787,2024-05-21,23:27:26,61,Female,SUS-0079,16,Male,1,64,Under Investigation,Medium,11297.15,Medium
FIR-2025-19183,Domestic Violence,Crimes Against Women,Belagavi,Market PS,15.82667471406382,74.52075991660294,2025-09-09,17:50:51,41,Female,SUS-0389,29,Male,2,52,Under Investigation,Medium,0.0,Medium
FIR-2026-19184,Hacking,Cyber Crimes,Ballari,Brucepet PS,15.216630077653864,76.89431803581056,2025-02-06,17:00:56,37,Male,SUS-0393,17,Male,1,42,Under Investigation,Low,71082.53,Low
FIR-2026-19185,Vehicle Theft,Property Crimes,Mysuru,Krishnaraja PS,12.280908494978485,76.66301854840277,2024-08-30,20:37:55,37,Female,SUS-0496,26,Male,1,58,Chargesheeted,Medium,82280.14,Medium
FIR-2024-19186,Domestic Violence,Crimes Against Women,Mysuru,Devaraja PS,12.249754973318337,76.61870593156274,2024-06-02,15:04:05,39,Female,SUS-0458,34,Male,0,69,Closed,Medium,0.0,Low
FIR-2024-19187,Vehicle Theft,Property Crimes,Kalaburagi,Raghavendra Nagar PS,17.274759594490433,76.8396490686998,2025-11-20,06:20:23,51,Female,SUS-0081,22,Male,1,32,Chargesheeted,Medium,55691.53,Medium
FIR-2025-19188,Assault,Violent Crimes,Mangaluru,Pandeshwar PS,12.921819628814418,74.87133707922328,2024-06-30,12:17:07,55,Male,SUS-0025,39,Male,4,73,Chargesheeted,Medium,0.0,Medium
FIR-2025-19189,Bribery,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.996687474559469,77.67940867616879,2026-06-05,22:48:29,64,Female,SUS-0071,30,Male,2,48,Chargesheeted,Low,32851.35,Medium
FIR-2024-19190,Identity Theft,Cyber Crimes,Ballari,Gandhinagar PS,15.070842653154608,76.90135507007021,2024-01-15,18:38:35,46,Male,SUS-0028,28,Male,1,29,Untraced,Medium,9113.6,Medium
FIR-2025-19191,Extortion,Violent Crimes,Bengaluru Urban,Indiranagar PS,12.965804102043139,77.68820093124656,2025-01-15,09:07:39,32,Female,SUS-0549,16,Male,3,40,Chargesheeted,Medium,0.0,Medium
FIR-2025-19192,Online Fraud,Cyber Crimes,Kalaburagi,Raghavendra Nagar PS,17.33269295547338,76.89510701433827,2025-03-20,19:50:34,22,Male,SUS-0337,40,Male,4,48,Arrested,Low,156747.3,Medium
FIR-2025-19193,Extortion,Violent Crimes,Kalaburagi,Chowk PS,17.371257126006096,76.83889898539722,2024-12-08,05:13:11,29,Female,SUS-0013,46,Male,1,45,Under Investigation,High,0.0,Medium
FIR-2024-19194,Phishing,Cyber Crimes,Tumakuru,Kyathsandra PS,13.389288747640249,77.22148619626863,2025-12-08,23:10:22,48,Male,SUS-0100,39,Male,2,37,Chargesheeted,Low,86702.09,Medium
FIR-2026-19195,Financial Fraud,Economic Crimes,Bengaluru Urban,Koramangala PS,12.975233998139833,77.57379083905668,2026-03-01,06:40:57,30,Male,SUS-0516,43,Male,6,50,Arrested,Medium,368148.32,High
FIR-2026-19196,Hacking,Cyber Crimes,Mangaluru,Pandeshwar PS,12.902595925269418,74.82659978625196,2026-02-24,05:58:49,15,Female,SUS-0142,25,Male,0,70,Chargesheeted,Medium,79404.82,Low
FIR-2026-19197,Cyber Bullying,Cyber Crimes,Mysuru,Devaraja PS,12.271110847609622,76.68716808203077,2026-02-15,02:11:10,34,Female,SUS-0464,26,Male,1,72,Chargesheeted,Low,86648.95,Low
FIR-2025-19198,Vehicle Theft,Property Crimes,Bengaluru Urban,Koramangala PS,13.001407427338421,77.5976923642499,2025-05-04,12:11:32,38,Male,SUS-0388,26,Male,0,80,Chargesheeted,Medium,61170.39,Low
FIR-2025-19199,Cyber Bullying,Cyber Crimes,Bengaluru Urban,Cubbon Park PS,13.043951601441558,77.62047707700039,2024-08-13,12:15:47,40,Male,SUS-0179,23,Male,2,76,Arrested,Low,130897.85,Low
FIR-2025-19200,Kidnapping,Violent Crimes,Hubballi-Dharwad,Keshwapur PS,15.380051004809488,75.10837774533842,2024-05-24,00:04:33,43,Female,SUS-0596,26,Male,2,37,Under Investigation,High,0.0,High
FIR-2026-19201,Extortion,Violent Crimes,Hubballi-Dharwad,Town PS,15.407610293336196,75.1544777550624,2025-03-01,10:53:59,38,Male,SUS-0198,30,Male,2,37,Chargesheeted,Medium,0.0,Medium
FIR-2024-19202,Harassment,Crimes Against Women,Bengaluru Urban,Whitefield PS,12.970769401149992,77.62210630528003,2025-11-23,01:29:25,38,Female,SUS-0533,27,Male,0,64,Under Investigation,Medium,0.0,Low
FIR-2026-19203,Vehicle Theft,Property Crimes,Mangaluru,Barkur PS,12.896126039490266,74.96973562072925,2025-06-04,15:21:47,36,Male,SUS-0398,20,Male,1,72,Under Investigation,Medium,79235.35,Medium
FIR-2024-19204,Hacking,Cyber Crimes,Kalaburagi,Station Bazar PS,17.311807555784394,76.84707442867683,2024-09-29,12:51:57,40,Male,SUS-0472,40,Male,0,31,Under Investigation,Low,39047.97,Low
FIR-2024-19205,Cyber Bullying,Cyber Crimes,Kalaburagi,Raghavendra Nagar PS,17.47114192297974,76.87479233248843,2025-12-16,00:33:57,46,Male,SUS-0070,56,Male,2,43,Chargesheeted,Low,12362.33,Medium
FIR-2025-19206,Extortion,Violent Crimes,Shivamogga,Doddapet PS,13.871803349457497,75.53437991058419,2025-08-21,06:06:09,31,Male,SUS-0557,38,Male,5,55,Under Investigation,High,0.0,High
FIR-2024-19207,Murder,Violent Crimes,Mysuru,Vidyaranyapuram PS,12.319946110236241,76.68650292701568,2024-09-27,01:52:00,32,Male,SUS-0002,30,Male,1,58,Under Investigation,High,0.0,Medium
FIR-2026-19208,Extortion,Violent Crimes,Tumakuru,New Extension PS,13.38866324517898,77.08259626602842,2025-07-05,14:10:34,19,Male,SUS-0378,31,Male,0,50,Under Investigation,High,0.0,Medium
FIR-2024-19209,Online Fraud,Cyber Crimes,Ballari,Cowlbazar PS,15.154741830575858,76.88961581198181,2026-03-30,07:23:15,38,Male,SUS-0239,32,Male,4,42,Under Investigation,Low,291623.3,Medium
FIR-2026-19210,Money Laundering,Economic Crimes,Bengaluru Urban,Indiranagar PS,12.934904337455153,77.61077191970598,2025-09-06,12:18:31,47,Female,SUS-0010,16,Male,0,45,Closed,Low,70791.73,Low
FIR-2026-19211,Drug Possession,Narcotics,Bengaluru Urban,Indiranagar PS,13.018001744464334,77.64217657887794,2024-09-07,01:10:36,28,Male,SUS-0572,31,Male,4,67,Chargesheeted,Medium,0.0,Medium
FIR-2024-19212,Drug Trafficking,Narcotics,Mysuru,Devaraja PS,12.296538056982474,76.63613570914788,2025-08-15,18:04:19,54,Female,SUS-0241,27,Male,7,73,Chargesheeted,High,0.0,High
FIR-2024-19213,Assault,Violent Crimes,Mysuru,Vidyaranyapuram PS,12.31444265447094,76.61043674126698,2024-01-23,18:50:52,52,Male,SUS-0354,50,Male,2,62,Under Investigation,High,0.0,Medium
FIR-2025-19214,Hacking,Cyber Crimes,Mangaluru,Pandeshwar PS,12.931041338745292,74.82521512989719,2024-11-24,03:41:39,27,Male,SUS-0587,40,Male,1,79,Chargesheeted,Medium,176725.9,Medium
FIR-2026-19215,Assault,Violent Crimes,Mangaluru,Barkur PS,12.903236136064212,74.8667901103149,2024-12-15,12:02:16,24,Male,SUS-0592,33,Male,2,55,Closed,High,0.0,High
FIR-2024-19216,House Breaking,Property Crimes,Kalaburagi,Station Bazar PS,17.356013472659647,76.81332436576375,2024-12-03,17:11:07,18,Male,SUS-0362,36,Male,1,23,Under Investigation,Medium,38052.12,Medium
